munisid,muni_name,autonomia,province,adj_impact,gdppc,religious,c_secondplus,trust2,log_pop,age,class_upper,civil_married,longitude,latitude,dist_river,dist_sea
1923,Villafufre,6,39,0.008928571827709675,19156.564453125,NA,0.4701000154018402,NA,6.967909336090088,NA,NA,NA,-3.8842613697052,43.2635383605957,46.86142349243164,22.50514030456543
1924,Vega de Pas,6,39,0.01785714365541935,17735.302734375,NA,0.11469999700784683,NA,6.685861110687256,NA,NA,NA,-3.7652058601379395,43.149085998535156,38.65512466430664,38.92660140991211
1925,Villacarriedo,6,39,0.02678571455180645,18646.4921875,NA,0.5509999990463257,NA,7.438971519470215,NA,NA,NA,-3.8335776329040527,43.22230529785156,43.776859283447266,27.48211097717285
1926,Villaescusa,6,39,0,21303.615234375,1.7777777910232544,0.5929000377655029,-0.27999982237815857,8.24485969543457,50.44444274902344,0,0.75,-3.8580474853515625,43.362701416015625,61.96291732788086,7.71769905090332
1927,Valle de Villaverde,6,39,0.008928571827709675,19464.33203125,NA,0.5013999938964844,NA,5.7899603843688965,NA,NA,NA,-3.2782373428344727,43.237083435058594,63.89727020263672,21.419963836669922
1928,Voto,6,39,0.008928571827709675,18724.4609375,2.6666667461395264,0.5700000524520874,NA,7.919719696044922,47.16666793823242,0,0.6666666865348816,-3.5053133964538574,43.34638977050781,69.97040557861328,9.948556900024414
1929,Comunidad de Campoo y Cabuérniga,6,39,0,NA,NA,NA,NA,NA,NA,NA,NA,-4.295536518096924,43.09345245361328,18.362218856811523,44.74605178833008
1930,"Adrada, La",8,5,0.025974025949835777,16814.125,NA,0.5437999963760376,NA,7.887208461761475,48.88461685180664,0,NA,-4.653871059417725,40.30819320678711,48.67000961303711,455.1853332519531
1931,Albornos,8,5,0,19822.3828125,NA,0.43380001187324524,NA,5.323009967803955,NA,NA,NA,-4.884975910186768,40.83443832397461,92.121246337890625,384.05010986328125
1932,Aldeanueva de Santa Cruz,8,5,0.011363636702299118,19117.86328125,NA,0.3091000020503998,NA,4.8828020095825195,NA,NA,NA,-5.427633762359619,40.375064849853516,78.49114990234375,368.83465576171875
1933,Arévalo,8,5,0.05681818351149559,18783.48046875,1.1666666269302368,0.6444000005722046,0.48889821767807007,9.007612228393555,47.42307662963867,0.2777777910232544,0.6666666865348816,-4.719673156738281,41.04497146606445,69.56578063964844,351.8832092285156
1934,Aveinte,8,5,0,19455.365234375,NA,0.36900001764297485,NA,4.442651271820068,NA,NA,NA,-4.83295202255249,40.7845458984375,101.27781677246094,390.8351745605469
1935,Avellaneda,8,5,0,20204.44921875,NA,0.11760000139474869,NA,3.465735912322998,NA,NA,NA,-5.386741638183594,40.38770294189453,80.2713623046875,372.9145812988281
1936,Ávila,8,5,0.1818181872367859,15928.09375,1.9328858852386475,0.6958000063896179,0.0853818953037262,10.984156608581543,48.56741714477539,0.2857142984867096,0.5794392228126526,-4.645834922790527,40.662227630615234,100.10895538330078,407.6571960449219
1937,"Barraco, El",8,5,0.006493506487458944,17037.888671875,3.625,0.439300000667572,NA,7.5953874588012695,52.5,0,0.875,-4.595146179199219,40.44285583496094,69.09541320800781,439.57391357421875
1938,Barromán,8,5,0,19562.998046875,NA,0.5733000040054321,NA,5.2729997634887695,NA,NA,NA,-4.930325031280518,41.056148529052734,61.666786193847656,352.2129211425781
1939,Becedas,8,5,0.012048192322254181,18649.923828125,NA,0.3244999945163727,NA,5.493061542510986,NA,NA,NA,-5.632601737976074,40.38608932495117,83.37894439697266,346.19744873046875
1940,"Berlanas, Las",8,5,0,19265.5390625,NA,0.46310001611709595,NA,5.855072021484375,NA,NA,NA,-4.7663469314575195,40.801273345947266,102.3353500366211,387.88275146484375
1941,Bernuy-Zapardiel,8,5,0,20137.0390625,NA,0.3000999987125397,NA,4.912654876708984,NA,NA,NA,-4.937408924102783,40.972137451171875,71.57301330566406,364.56842041015625
1942,Malpartida de Corneja,8,5,0,20040.671875,NA,0.3515999913215637,NA,4.844187259674072,NA,NA,NA,-5.3510942459106445,40.517333984375,99.28546142578125,373.3664855957031
1943,Berrocalejo de Aragona,8,5,0,21712.578125,NA,0.5,NA,3.828641414642334,NA,NA,NA,-4.593130111694336,40.69736862182617,105.81718444824219,402.42803955078125
1944,Blascomillán,8,5,0,18806.95703125,3.1111111640930176,0.7324999570846558,NA,5.288267135620117,54.44444274902344,0.1111111119389534,0.3333333432674408,-5.115065097808838,40.820281982421875,85.73836517333984,389.2305908203125
1945,Blascosancho,8,5,0,19935.279296875,NA,0.27140000462532043,NA,4.787491798400879,NA,NA,NA,-4.644614219665527,40.87468338012695,95.89461517333984,376.5599670410156
1946,"Bohodón, El",8,5,0,19885.791015625,NA,0.8597999811172485,NA,4.852030277252197,NA,NA,NA,-4.738887310028076,40.91572189331055,86.8076171875,370.9565734863281
1947,Mamblas,8,5,0,18708.9375,NA,0.5,NA,5.41610050201416,NA,NA,NA,-5.023009300231934,41.00878143310547,62.3863410949707,360.44976806640625
1948,Bohoyo,8,5,0,18458.271484375,NA,0.11110000312328339,NA,5.7430033683776855,NA,NA,NA,-5.409881114959717,40.28940200805664,65.98005676269531,373.54437255859375
1949,Bonilla de la Sierra,8,5,0.022727273404598236,19165.802734375,NA,0.42270001769065857,NA,4.820281505584717,NA,NA,NA,-5.250079154968262,40.54850387573242,97.88465881347656,383.64935302734375
1950,Brabos,8,5,0,19877.734375,NA,0.2741999924182892,NA,3.891820192337036,NA,NA,NA,-4.927562713623047,40.75788497924805,100.40532684326172,395.6767883300781
1951,Casas del Puerto,8,5,0,19323.1171875,NA,0.2126999944448471,NA,4.6151204109191895,NA,NA,NA,-5.179035186767578,40.52552795410156,91.36009216308594,392.01068115234375
1952,Zarzuela del Pinar,8,40,0,19010.052734375,NA,0.5304999947547913,NA,6.188263893127441,NA,NA,NA,-4.18635892868042,41.263099670410156,52.258480072021484,318.8594055175781
1953,Bularros,8,5,0,19593.36328125,NA,0.44439998269081116,NA,4.2626800537109375,NA,NA,NA,-4.836879730224609,40.73351287841797,107.7411117553711,398.3170166015625
1954,Casillas,8,5,0.006493506487458944,19304.650390625,NA,0.34689998626708984,NA,6.580639362335205,NA,NA,NA,-4.575525283813477,40.33171844482422,53.887115478515625,455.7481384277344
1955,Burgohondo,8,5,0.003246753243729472,17399.59375,NA,0.2692999839782715,NA,7.123672962188721,NA,NA,NA,-4.777986526489258,40.38805389404297,60.183555603027344,439.43743896484375
1956,Cabezas de Alambre,8,5,0,19821.591796875,1.8888888359069824,0.3822000026702881,-0.3124249279499054,5.129898548126221,47.33333206176758,0.1111111119389534,0.5555555820465088,-4.8349223136901855,40.935184478759766,81.60621643066406,368.83721923828125
1957,Cabezas del Pozo,8,5,0,20357.638671875,NA,0.2930999994277954,NA,4.430816650390625,NA,NA,NA,-4.965722560882568,41.00149154663086,66.264495849609375,360.6664123535156
1958,Cabezas del Villar,8,5,0,18566.30078125,NA,0.4861000180244446,NA,5.602118968963623,NA,NA,NA,-5.203633785247803,40.69361114501953,102.9420166015625,385.8348693847656
1959,Cabizuela,8,5,0,20223.947265625,NA,0.4138000011444092,NA,4.605170249938965,NA,NA,NA,-4.8077898025512695,40.90202331542969,86.93840026855469,373.4514465332031
1960,Candeleda,8,5,0.019480518996715546,16309.439453125,1,0.5288999676704407,NA,8.545392036437988,48.64285659790039,0.0476190485060215,0.5,-5.278867721557617,40.17589569091797,51.19900131225586,391.6819152832031
1961,Castellanos de Zapardiel,8,5,0,20090.5703125,NA,0.3440000116825104,NA,4.584967613220215,NA,NA,NA,-4.907281875610352,41.079402923583984,59.519474029541016,348.5231018066406
1962,Cebreros,8,5,0.02922077849507332,17542.408203125,1.4814814329147339,0.48080000281333923,-0.33820414543151855,8.102283477783203,49.15625,0.17391304671764374,0.375,-4.433243751525879,40.45307159423828,75.55052947998047,437.77886962890625
1963,Cardeñosa,8,5,0,19032.41796875,NA,0.7279999852180481,NA,6.159095287322998,47.44444274902344,0,NA,-4.731990814208984,40.7366943359375,110.72124481201172,397.11895751953125
1964,"Carrera, La",8,5,0,18787.833984375,NA,0.6521999835968018,NA,5.313206195831299,52.22222137451172,0,NA,-5.560723304748535,40.354286193847656,77.46537780761719,355.0235290527344
1965,Llano de Olmedo,8,47,0,20519.66796875,NA,0.44999998807907104,NA,4.219507694244385,NA,NA,NA,-4.605539321899414,41.27344512939453,42.753353118896484,317.8228759765625
1966,Casasola,8,5,0,19492.32421875,2.5,0.20810000598430634,NA,4.394449234008789,48,0.125,NA,-4.820302486419678,40.66453552246094,100.78901672363281,408.2419738769531
1967,Casavieja,8,5,0.003246753243729472,18129.265625,NA,0.6675999760627747,NA,7.336936950683594,NA,NA,NA,-4.773000717163086,40.29971694946289,47.35356521606445,442.4159240722656
1968,Sant Joan d'Alacant,10,3,0.01600000075995922,24546.060546875,1.3189655542373657,0.7518999576568604,NA,10.034690856933594,45.35483932495117,0.17582418024539948,0.574999988079071,-0.42847809195518494,38.40459060668945,47.6934700012207,2.790278911590576
1969,Cepeda la Mora,8,5,0,19437.53125,NA,0.2750000059604645,NA,4.465908050537109,NA,NA,NA,-5.052802562713623,40.45616912841797,76.719635009765625,407.5893249511719
1970,"Colilla, La",8,5,0,19741.24609375,NA,0.47530001401901245,NA,5.817111015319824,NA,NA,NA,-4.75759744644165,40.64407730102539,97.2623519897461,410.7922058105469
1971,Cillán,8,5,0,20045.005859375,NA,0.3125,NA,4.644391059875488,NA,NA,NA,-4.9888529777526855,40.699703216552734,106.23394012451172,404.8941345214844
1972,Cisla,8,5,0,19178.271484375,NA,0.37720000743865967,NA,4.804020881652832,NA,NA,NA,-5.01890230178833,40.969154357910156,67.8877944946289,366.15869140625
1973,Collado de Contreras,8,5,0,19532.16796875,NA,0.46379998326301575,NA,5.313206195831299,NA,NA,NA,-4.9292802810668945,40.88477325439453,83.31455993652344,377.2088623046875
1974,Crespos,8,5,0,19111.599609375,NA,0.6108999848365784,NA,6.249975204467773,NA,NA,NA,-4.972381114959717,40.85922622680664,84.7678451538086,381.480224609375
1975,Cuevas del Valle,8,5,0,19092.59375,NA,0.557200014591217,NA,6.274762153625488,NA,NA,NA,-5.029283046722412,40.29599380493164,54.036991119384766,414.60638427734375
1976,Chamartín,8,5,0,19551.337890625,NA,0.4904000163078308,NA,4.317488193511963,NA,NA,NA,-4.949495315551758,40.72072982788086,104.6501693725586,401.3426208496094
1977,Flores de Ávila,8,5,0.011363636702299118,19168.947265625,NA,0.4812999963760376,NA,5.7868971824646,NA,NA,NA,-5.083778381347656,40.941856384277344,69.20911407470703,371.0865173339844
1978,Fontiveros,8,5,0,18780.24609375,NA,0.6402000188827515,NA,6.682108402252197,NA,NA,NA,-4.958771705627441,40.92504119873047,76.5645751953125,371.7142333984375
1979,Mancera de Arriba,8,5,0,20082.787109375,NA,0.9651999473571777,NA,4.595119953155518,NA,NA,NA,-5.148820400238037,40.79518508911133,88.75407409667969,390.53594970703125
1980,Fresnedilla,8,5,0,19178.271484375,NA,0.2653000056743622,NA,4.804020881652832,NA,NA,NA,-4.65737771987915,40.23603439331055,38.24251174926758,456.9127502441406
1981,"Fresno, El",8,5,0.022727273404598236,19158.076171875,NA,0.5285000205039978,NA,6.383506774902344,54.11111068725586,0.2222222238779068,NA,-4.751843452453613,40.61982345581055,93.6952133178711,414.29730224609375
1982,Fuente el Saúz,8,5,0,19735.828125,NA,0.3823999762535095,NA,5.24174690246582,NA,NA,NA,-4.8965277671813965,40.9736213684082,73.77581024169922,363.8549499511719
1983,Gallegos de Altamiros,8,5,0,19626.466796875,NA,0.12240000069141388,NA,4.219507694244385,NA,NA,NA,-4.911970138549805,40.7020378112793,107.7999267578125,403.63421630859375
1984,Gallegos de Sobrinos,8,5,0.011363636702299118,19697.298828125,NA,0.29170000553131104,NA,4.127134323120117,NA,NA,NA,-5.143953323364258,40.704097747802734,102.04080963134766,392.2754821777344
1985,Garganta del Villar,8,5,0,20033.345703125,NA,0.19999998807907104,NA,3.6888794898986816,NA,NA,NA,-5.116246700286865,40.45367431640625,78.94535064697266,400.6911315917969
1986,Gavilanes,8,5,0,17903.77734375,NA,0.20600000023841858,NA,6.466144561767578,NA,NA,NA,-4.869635105133057,40.27311325073242,45.88056564331055,432.6783447265625
1987,Gemuño,8,5,0,19709.91015625,NA,0.3212999999523163,NA,5.081404209136963,NA,NA,NA,-4.778056621551514,40.5860481262207,88.93321228027344,419.38262939453125
1988,Gilbuena,8,5,0.024096384644508362,19531.158203125,NA,0.1573999971151352,NA,4.343805313110352,NA,NA,NA,-5.594448089599609,40.41581726074219,87.05918884277344,349.442138671875
1989,Gimialcón,8,5,0,19446.396484375,NA,0.9595999717712402,NA,4.454347133636475,NA,NA,NA,-5.12765645980835,40.871280670166016,78.1329345703125,382.037353515625
1990,Gotarrendura,8,5,0,19668.201171875,NA,0.30900001525878906,NA,5.135798454284668,NA,NA,NA,-4.72924280166626,40.827754974365234,99.52257537841797,383.7849426269531
1991,Grandes y San Martín,8,5,0,20228.794921875,NA,0.5531999468803406,NA,3.4339871406555176,NA,NA,NA,-4.96872091293335,40.761966705322266,98.24683380126953,395.5838623046875
1992,San Miguel de Salinas,10,3,0,22781.8671875,1.75,0.6347999572753906,NA,8.840869903564453,45,0,NA,-0.803117036819458,37.974849700927734,14.884683609008789,10.934066772460938
1993,Santa Pola,10,3,0,22808.978515625,1.3636363744735718,0.5784000158309937,0.45939910411834717,10.358662605285645,44.90825653076172,0.09473684430122375,0.6078431606292725,-0.5773003697395325,38.20350646972656,14.810412406921387,1.9506491422653198
1994,Hernansancho,8,5,0,19752.23046875,NA,0.3646000027656555,NA,5.220355987548828,NA,NA,NA,-4.7187395095825195,40.85506057739258,95.97773742675781,379.7310485839844
1995,Herradón de Pinares,8,5,0,18770.6953125,NA,0.5023999810218811,NA,6.306275367736816,NA,NA,NA,-4.540218830108643,40.58654022216797,90.85150909423828,418.6128845214844
1996,Herreros de Suso,8,5,0,19748.990234375,NA,0.4406000077724457,NA,5.03043794631958,NA,NA,NA,-5.043846130371094,40.80352020263672,89.9379653930664,390.60430908203125
1997,Higuera de las Dueñas,8,5,0.009740259498357773,19217.494140625,NA,0.27239999175071716,NA,5.72358512878418,NA,NA,NA,-4.60810661315918,40.22893142700195,38.544673919677734,462.49176025390625
1998,"Hija de Dios, La",8,5,0,19511.49609375,NA,0.4140999913215637,NA,4.369447708129883,NA,NA,NA,-4.968214988708496,40.517127990722656,82.92633819580078,415.3515319824219
1999,Ortigosa del Monte,8,40,0,19908.912109375,NA,0.6360000371932983,NA,6.375024795532227,NA,NA,NA,-4.161991596221924,40.82086181640625,116.2657470703125,383.9352722167969
2000,"Horcajada, La",8,5,0,18073.986328125,NA,0.3230000138282776,NA,6.244166851043701,NA,NA,NA,-5.470763206481934,40.4329833984375,87.21271514892578,362.4542236328125
2001,Horcajo de las Torres,8,5,0.011363636702299118,17994.837890625,NA,0.45419999957084656,NA,6.347389221191406,NA,NA,NA,-5.11014986038208,41.07021713256836,50.349708557128906,352.8611145019531
2002,"Hornillo, El",8,5,0.003246753243729472,18450.935546875,NA,0.5509999990463257,NA,5.752572536468506,57.55555725097656,0,NA,-5.127424240112305,40.261756896972656,55.069976806640625,405.0538635253906
2003,Hoyocasero,8,5,0.003246753243729472,18533.078125,NA,0.3691999912261963,NA,5.64544677734375,NA,NA,NA,-4.987275123596191,40.40422821044922,67.349365234375,416.0971984863281
2004,"Hoyo de Pinares, El",8,5,0,17657.93359375,NA,0.4288000166416168,NA,7.757478713989258,NA,NA,NA,-4.397727012634277,40.50844192504883,84.47899627685547,429.57586669921875
2005,Hoyorredondo,8,5,0,19521.263671875,2.5,0.2782999873161316,NA,4.356709003448486,48.83333206176758,NA,NA,-5.4095139503479,40.45990753173828,90.79175567626953,368.40386962890625
2006,Hoyos del Espino,8,5,0,18289.138671875,NA,0.5821999907493591,NA,5.963579177856445,NA,NA,NA,-5.175148010253906,40.32577133178711,65.7433090209961,397.81915283203125
2007,Hoyos de Miguel Muñoz,8,5,0,20114.134765625,NA,0.2044999897480011,NA,3.5835189819335938,NA,NA,NA,-5.066656112670898,40.39101028442383,68.386566162109375,407.77630615234375
2008,Hurtumpascual,8,5,0,19637.828125,NA,0.2475000023841858,NA,4.204692840576172,NA,NA,NA,-5.1055073738098145,40.68047332763672,106.07697296142578,396.90496826171875
2009,Junciana,8,5,0,19789.16015625,NA,0.23080000281333923,NA,4.007333278656006,NA,NA,NA,-5.5656418800354,40.41175842285156,85.74677276611328,352.7021484375
2010,Madrigal de las Altas Torres,8,5,0.011363636702299118,17232.08203125,3.25,0.4350000023841858,NA,7.342131614685059,53.125,0,0.625,-5.031024932861328,41.101341247558594,49.91288757324219,347.0634765625
2011,Manjabálago y Ortigosa de Rioalmar,8,5,0,20114.134765625,NA,0.07940000295639038,NA,3.5835189819335938,NA,NA,NA,-5.072685718536377,40.670711517333984,107.36965942382812,400.6970520019531
2012,Marlín,8,5,0,20052.759765625,NA,0.5293999910354614,NA,3.6635615825653076,NA,NA,NA,-4.826066017150879,40.711856842041016,107.73745727539062,401.3865661621094
2013,Cozuelos de Fuentidueña,8,40,0,19094.97265625,NA,0.4276999831199646,NA,4.912654876708984,NA,NA,NA,-4.087908744812012,41.39381408691406,31.5756893157959,300.15167236328125
2014,Maello,8,5,0,18743.994140625,NA,0.47870001196861267,NA,6.53524112701416,NA,NA,NA,-4.556609153747559,40.81584930419922,107.63652801513672,385.06512451171875
2015,"Mudarra, La",8,47,0,20570.4765625,NA,0.509600043296814,NA,5.123963832855225,NA,NA,NA,-4.945343494415283,41.78356170654297,34.70205307006836,245.7905731201172
2016,Martiherrero,8,5,0,19520.255859375,NA,0.4975999891757965,NA,5.71702766418457,NA,NA,NA,-4.781334400177002,40.681278228759766,102.8399429321289,405.5133056640625
2017,Martínez,8,5,0,19056.486328125,NA,0.22750000655651093,NA,4.9628448486328125,NA,NA,NA,-5.357292175292969,40.62852478027344,112.75186920166016,370.0601806640625
2018,Mediana de Voltoya,8,5,0,20075.080078125,NA,0.5142999887466431,NA,4.605170249938965,NA,NA,NA,-4.555957794189453,40.7074089050293,107.8738021850586,400.94244384765625
2019,Medinilla,8,5,0,19210.359375,1.3333333730697632,0.19580000638961792,NA,4.762174129486084,58,0.1111111119389534,0.4444444477558136,-5.6031646728515625,40.451454162597656,92.32991027832031,347.4730529785156
2020,Mengamuñoz,8,5,0,19685.029296875,NA,0.2741999924182892,NA,4.143134593963623,NA,NA,NA,-5.013919830322266,40.49978256225586,81.56822967529297,410.76336669921875
2021,Mijares,8,5,0.003246753243729472,17775.591796875,NA,0.3643999993801117,NA,6.6333184242248535,NA,NA,NA,-4.831984519958496,40.285369873046875,46.57931900024414,436.4058837890625
2022,Mironcillo,8,5,0,19308.08203125,NA,0.32499998807907104,NA,4.634728908538818,NA,NA,NA,-4.822697639465332,40.5555534362793,85.02464294433594,424.1396789550781
2023,Mingorría,8,5,0.011363636702299118,19289.01953125,NA,0.5,NA,6.0185933113098145,NA,NA,NA,-4.679011821746826,40.76499938964844,109.8829116821289,392.7375183105469
2024,"Mirón, El",8,5,0,19045.837890625,NA,0.3465000092983246,NA,4.976733684539795,46.88888931274414,0,NA,-5.400749206542969,40.55638122558594,104.85282897949219,366.9231872558594
2025,Muriel,8,47,0.011363636702299118,19835.326171875,NA,0.5048999786376953,NA,5.111987590789795,NA,NA,NA,-4.8453569412231445,41.1255989074707,53.93715286254883,341.0560302734375
2026,Mirueña de los Infanzones,8,5,0,19338.453125,2.875,0.3912999927997589,-0.23553933203220367,4.595119953155518,58.375,0,0.5,-5.0854363441467285,40.736392974853516,98.42877197265625,398.2950134277344
2027,Monsalupe,8,5,0,19661.064453125,NA,0.28949999809265137,NA,4.174387454986572,NA,NA,NA,-4.789100170135498,40.769527435302734,105.56040954589844,392.68060302734375
2028,Moraleja de Matacabras,8,5,0,19926.177734375,NA,0.48339998722076416,NA,3.828641414642334,NA,NA,NA,-4.944061756134033,41.11508560180664,53.439674377441406,343.7899475097656
2029,Mombeltrán,8,5,0.0357142873108387,17456.65625,NA,0.4059999883174896,NA,7.049254894256592,NA,NA,NA,-5.0076422691345215,40.21120071411133,41.8715934753418,419.7366638183594
2030,Gamones,8,49,0,19293.3359375,NA,0.1868000030517578,NA,4.653960227966309,NA,NA,NA,-6.174283504486084,41.46455764770508,9.929365158081055,281.6162414550781
2031,Muñana,8,5,0,19060.484375,NA,0.42760002613067627,NA,6.122492790222168,NA,NA,NA,-5.021332740783691,40.597084045410156,95.560821533203125,407.7333984375
2032,Muñico,8,5,0,19308.08203125,NA,0.2969000041484833,NA,4.634728908538818,NA,NA,NA,-5.036241054534912,40.70836639404297,103.62895965576172,404.13897705078125
2033,Muñomer del Peco,8,5,0,19999.53125,NA,0.2752000093460083,NA,4.8978400230407715,NA,NA,NA,-4.891223430633545,40.867740631103516,87.46726989746094,379.25665283203125
2034,Muñogalindo,8,5,0,19190.263671875,NA,0.6488000154495239,NA,5.953243255615234,NA,NA,NA,-4.904619216918945,40.59739303588867,92.67279052734375,418.78338623046875
2035,Muñogrande,8,5,0,20417.287109375,NA,0.36559998989105225,NA,4.158883094787598,NA,NA,NA,-4.940059185028076,40.815650939941406,92.04594421386719,387.4130859375
2036,Muñosancho,8,5,0,19257.6640625,NA,0.5922999978065491,NA,4.7004804611206055,NA,NA,NA,-5.032120704650879,40.9225959777832,73.69902038574219,373.13299560546875
2037,Muñotello,8,5,0,19709.767578125,NA,0.34860000014305115,NA,4.110873699188232,NA,NA,NA,-5.032215595245361,40.540767669677734,87.86817932128906,407.762451171875
2038,Narrillos del Álamo,8,5,0,19394.68359375,NA,0.24459999799728394,NA,4.521788597106934,NA,NA,NA,-5.469990253448486,40.573890686035156,107.69021606445312,358.8946228027344
2039,Narrillos del Rebollar,8,5,0,19847.05859375,NA,0.3280999958515167,NA,3.931825637817383,NA,NA,NA,-4.958705902099609,40.67431640625,105.00394439697266,408.202392578125
2040,Narros del Castillo,8,5,0.011363636702299118,18846.697265625,NA,0.34950000047683716,NA,5.2364420890808105,NA,NA,NA,-5.061582565307617,40.8497428894043,82.8828125,384.1486511230469
2041,Narros del Puerto,8,5,0,20334.7265625,NA,0.30239999294281006,NA,3.295836925506592,NA,NA,NA,-4.994923114776611,40.537193298339844,86.3874282836914,411.9438171386719
2042,Nava de Arévalo,8,5,0,18611.4609375,NA,0.3902999758720398,NA,6.7080841064453125,NA,NA,NA,-4.765379428863525,40.99681091308594,74.55294036865234,359.24212646484375
2043,Nava del Barco,8,5,0,19315.5625,NA,0.2840000092983246,NA,4.624972820281982,NA,NA,NA,-5.5571184158325195,40.269508361816406,65.418182373046875,358.3587646484375
2044,Navalmoral,8,5,0.003246753243729472,19180.369140625,NA,0.32510000467300415,NA,5.966146945953369,NA,NA,NA,-4.747433662414551,40.462432861328125,70.7293930053711,437.2098388671875
2045,Navadijos,8,5,0,20033.345703125,NA,0.13459999859333038,NA,3.6888794898986816,NA,NA,NA,-5.089143753051758,40.42068099975586,73.341064453125,404.5108947753906
2046,Navaescurial,8,5,0,19803.23046875,NA,0.09459999948740005,NA,3.9889841079711914,NA,NA,NA,-5.260318279266357,40.461769104003906,87.493499755859375,384.69207763671875
2047,Navalonguilla,8,5,0,18603.99609375,NA,0.5097000002861023,NA,5.552959442138672,NA,NA,NA,-5.504814147949219,40.243099212646484,60.353004455566406,364.929443359375
2048,Navahondilla,8,5,0,19762.06640625,NA,0.4140999913215637,NA,5.7899603843688965,NA,NA,NA,-4.489344120025635,40.33926773071289,57.85017395019531,454.573486328125
2049,Navalosa,8,5,0,18387.875,NA,0.24090000987052917,NA,5.834810733795166,NA,NA,NA,-4.92333984375,40.39065933227539,63.899330139160156,423.45648193359375
2050,Navalperal de Pinares,8,5,0,18388.576171875,NA,0.46860000491142273,NA,6.804614543914795,48.66666793823242,0.2222222238779068,NA,-4.443307876586914,40.59590148925781,95.045928955078125,417.0069885253906
2051,Orbita,8,5,0,20543.916015625,NA,0.3517000079154968,NA,4.382026672363281,NA,NA,NA,-4.658409118652344,40.992794036865234,79.31428527832031,359.2723083496094
2052,Navalperal de Tormes,8,5,0,19323.1171875,NA,0.3166999816894531,NA,4.6151204109191895,NA,NA,NA,-5.277378559112549,40.32502365112305,72.38289642333984,386.72454833984375
2053,Navaluenga,8,5,0.003246753243729472,17023.37890625,NA,0.44830000400543213,NA,7.614312171936035,NA,NA,NA,-4.692704677581787,40.39518737792969,60.902774810791016,446.7515563964844
2054,Navaquesera,8,5,0,20306.83984375,NA,0.1842000037431717,NA,3.332204580307007,NA,NA,NA,-4.919055461883545,40.424095153808594,68.5174789428711,423.0566101074219
2055,Navarredonda de Gredos,8,5,0.011363636702299118,18109.01953125,1.8888888359069824,0.5501999855041504,NA,6.198478698730469,52.22222137451172,0.3333333432674408,0.3333333432674408,-5.116955280303955,40.349456787109375,65.31751251220703,403.45257568359375
2056,Navarredondilla,8,5,0,18688.7578125,NA,0.3093999922275543,NA,5.442417621612549,NA,NA,NA,-4.8359293937683105,40.43987274169922,68.612335205078125,431.79095458984375
2057,Navarrevisca,8,5,0.003246753243729472,18501.234375,2,0.30000001192092896,0.10737943649291992,5.686975479125977,52.25,NA,NA,-4.873208522796631,40.358341217041016,58.035362243652344,429.8226318359375
2058,"Navas del Marqués, Las",8,5,0,17594.99609375,2.125,0.5224000215530396,NA,8.616132736206055,49.25,0.0625,0.375,-4.349176406860352,40.593238830566406,97.9591064453125,417.07257080078125
2059,Navatalgordo,8,5,0,18682.146484375,NA,0.3346000015735626,NA,5.451038360595703,NA,NA,NA,-4.8557353019714355,40.409950256347656,64.80919647216797,430.3560485839844
2060,Navatejares,8,5,0,19877.734375,NA,0.708899974822998,NA,3.891820192337036,NA,NA,NA,-5.53696870803833,40.32194900512695,72.29644775390625,358.679443359375
2061,Neila de San Miguel,8,5,0,19511.49609375,NA,0.2727999985218048,NA,4.369447708129883,NA,NA,NA,-5.652108669281006,40.429080963134766,89.85746765136719,342.7657470703125
2062,Palacios de Goda,8,5,0,19263.3359375,NA,0.41860002279281616,NA,6.052089214324951,NA,NA,NA,-4.763465881347656,41.1113395690918,58.692020416259766,342.4209289550781
2063,Niharra,8,5,0,20041.728515625,NA,0.44130000472068787,NA,5.036952495574951,NA,NA,NA,-4.843812465667725,40.592041015625,90.63436126708984,418.9970703125
2064,Ojos-Albos,8,5,0,20417.287109375,NA,0.5199999809265137,NA,4.158883094787598,NA,NA,NA,-4.512261390686035,40.72622299194336,111.47087097167969,398.21527099609375
2065,"Oso, El",8,5,0,19743.986328125,NA,0.29760000109672546,NA,5.231108665466309,NA,NA,NA,-4.772223472595215,40.85022735595703,95.18650817871094,380.76129150390625
2066,Papatrigo,8,5,0,19497.1953125,NA,0.3368000090122223,NA,5.552959442138672,NA,NA,NA,-4.84150505065918,40.87637710571289,89.11170959472656,377.4959411621094
2067,"Parral, El",8,5,0,19446.396484375,NA,0.424699991941452,NA,4.454347133636475,NA,NA,NA,-4.990419387817383,40.79319381713867,93.136932373046875,391.33038330078125
2068,Padiernos,8,5,0,19407.541015625,NA,0.5575999617576599,NA,5.6698808670043945,NA,NA,NA,-4.864871025085449,40.63077163696289,96.59501647949219,413.54150390625
2069,Pajares de Adaja,8,5,0,19913.6328125,NA,0.34700000286102295,NA,5.204006671905518,NA,NA,NA,-4.646071434020996,40.91896438598633,89.80192565917969,370.06927490234375
2070,"Fuliola, La",9,25,0.0042372881434857845,20493.724609375,NA,0.6269999742507935,NA,7.165493488311768,53,0,NA,1.0015445947647095,41.7164192199707,85.20783233642578,93.14075469970703
2071,Pedro Bernardo,8,5,0,17623.279296875,NA,0.2175000011920929,NA,6.831953525543213,NA,NA,NA,-4.908972263336182,40.24332046508789,42.54971694946289,429.3455810546875
